#Latitude:North-South 00~09,..., 80_89 90~99,..., H0~H9
#Longitude:East-West  00~09,..., H0~H9 I0~I9, ..., Z0~Z9
F0S0,1E+07,1.1E+07,-7000000,-6000000
F0T0,9000000,1E+07,-7000000,-6000000
F0U0,8000000,9000000,-7000000,-6000000
F0V0,7000000,8000000,-7000000,-6000000
F0W0,6000000,7000000,-7000000,-6000000
F0X0,5000000,6000000,-7000000,-6000000
F0Y0,4000000,5000000,-7000000,-6000000
F0Z0,3000000,4000000,-7000000,-6000000
G000,-1.5E+07,-1.4E+07,-8000000,-7000000
G010,-1.4E+07,-1.3E+07,-8000000,-7000000
G020,-1.3E+07,-1.2E+07,-8000000,-7000000
G030,-1.2E+07,-1.1E+07,-8000000,-7000000
G040,-1.1E+07,-1E+07,-8000000,-7000000
G050,-1E+07,-9000000,-8000000,-7000000
G060,-9000000,-8000000,-8000000,-7000000
G070,-8000000,-7000000,-8000000,-7000000
G080,-7000000,-6000000,-8000000,-7000000
G090,-6000000,-5000000,-8000000,-7000000
G0A0,-5000000,-4000000,-8000000,-7000000
G0B0,-4000000,-3000000,-8000000,-7000000
G0C0,-3000000,-2000000,-8000000,-7000000
G0D0,-2000000,-1000000,-8000000,-7000000
G0E0,-1000000,0,-8000000,-7000000
G0F0,0,1000000,-8000000,-7000000
G0G0,1000000,2000000,-8000000,-7000000
G0H0,2000000,3000000,-8000000,-7000000
G0I0,-1.6E+07,-1.5E+07,-8000000,-7000000
G0J0,-1.7E+07,-1.6E+07,-8000000,-7000000
G0K0,-1.8E+07,-1.7E+07,-8000000,-7000000
G0L0,1.7E+07,1.8E+07,-8000000,-7000000
G0M0,1.6E+07,1.7E+07,-8000000,-7000000
G0N0,1.5E+07,1.6E+07,-8000000,-7000000
G0O0,1.4E+07,1.5E+07,-8000000,-7000000
G0P0,1.3E+07,1.4E+07,-8000000,-7000000
G0Q0,1.2E+07,1.3E+07,-8000000,-7000000
G0R0,1.1E+07,1.2E+07,-8000000,-7000000
G0S0,1E+07,1.1E+07,-8000000,-7000000
G0T0,9000000,1E+07,-8000000,-7000000
G0U0,8000000,9000000,-8000000,-7000000
G0V0,7000000,8000000,-8000000,-7000000
G0W0,6000000,7000000,-8000000,-7000000
G0X0,5000000,6000000,-8000000,-7000000
G0Y0,4000000,5000000,-8000000,-7000000
G0Z0,3000000,4000000,-8000000,-7000000
H000,-1.5E+07,-1.4E+07,-9000000,-8000000
H010,-1.4E+07,-1.3E+07,-9000000,-8000000
H020,-1.3E+07,-1.2E+07,-9000000,-8000000
H030,-1.2E+07,-1.1E+07,-9000000,-8000000
H040,-1.1E+07,-1E+07,-9000000,-8000000
H050,-1E+07,-9000000,-9000000,-8000000
H060,-9000000,-8000000,-9000000,-8000000
H070,-8000000,-7000000,-9000000,-8000000
H080,-7000000,-6000000,-9000000,-8000000
H090,-6000000,-5000000,-9000000,-8000000
H0A0,-5000000,-4000000,-9000000,-8000000
H0B0,-4000000,-3000000,-9000000,-8000000
H0C0,-3000000,-2000000,-9000000,-8000000
H0D0,-2000000,-1000000,-9000000,-8000000
H0E0,-1000000,0,-9000000,-8000000
H0F0,0,1000000,-9000000,-8000000
H0G0,1000000,2000000,-9000000,-8000000
H0H0,2000000,3000000,-9000000,-8000000
H0I0,-1.6E+07,-1.5E+07,-9000000,-8000000
H0J0,-1.7E+07,-1.6E+07,-9000000,-8000000
H0K0,-1.8E+07,-1.7E+07,-9000000,-8000000
H0L0,1.7E+07,1.8E+07,-9000000,-8000000
H0M0,1.6E+07,1.7E+07,-9000000,-8000000
H0N0,1.5E+07,1.6E+07,-9000000,-8000000
H0O0,1.4E+07,1.5E+07,-9000000,-8000000
H0P0,1.3E+07,1.4E+07,-9000000,-8000000
H0Q0,1.2E+07,1.3E+07,-9000000,-8000000
H0R0,1.1E+07,1.2E+07,-9000000,-8000000
H0S0,1E+07,1.1E+07,-9000000,-8000000
H0T0,9000000,1E+07,-9000000,-8000000
H0U0,8000000,9000000,-9000000,-8000000
H0V0,7000000,8000000,-9000000,-8000000
H0W0,6000000,7000000,-9000000,-8000000
H0X0,5000000,6000000,-9000000,-8000000
H0Y0,4000000,5000000,-9000000,-8000000
H0Z0,3000000,4000000,-9000000,-8000000
